Refid,country,continent,st_design,farm?,setting,species,serotype,farm_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Anatum,"Anatum,Ealing,13,19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2955,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,environment,,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfecting,,,,,,,,,,,,
3400,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Senftenberg,Worthington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,environment",Not specified,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
3400,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Worthington,"Senftenberg,Worthington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,environment",Not specified,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
3715,Not reported,Not Reported,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Prevalence / proportion positive,None of the above,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,Culture-based,,,,,,,,,,,,,,
3715,Not reported,Not Reported,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Prevalence / proportion positive,None of the above,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,Culture-based,,,,,,,,,,,,,,
4274,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"I'm assuming ""feeder contents"" also constitutes feed, rather than feed environment."
4274,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"I'm assuming ""feeder contents"" also constitutes feed, rather than feed environment."
4274,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Worthington,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"I'm assuming ""feeder contents"" also constitutes feed, rather than feed environment."
5104,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5104,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Worthington,"Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5104,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,"Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5104,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Mbandaka,"Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Heidelberg,Worthington,Newport,Copenhagen,Reading,Bredeney","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5159,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Senftenberg,Mbandaka,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens","feed,environment",poultry meal,"Prevalence / proportion positive,Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"depletion, disinfection",,,,,,,,,,,,
5159,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Mbandaka,"Senftenberg,Mbandaka,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens","feed,environment",poultry meal,"Prevalence / proportion positive,Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"depletion, disinfection",,,,,,,,,,,,
5159,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,"Senftenberg,Mbandaka,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens","feed,environment",poultry meal,"Prevalence / proportion positive,Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"depletion, disinfection",,,,,,,,,,,,
5159,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Senftenberg,Mbandaka,Typhimurium,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens","feed,environment",poultry meal,"Prevalence / proportion positive,Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"depletion, disinfection",,,,,,,,,,,,
5265,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Characterized Culture of Cecal Bacteria,,,,,,,,,,,,
9553,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,poultry manure,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,,,,,,,,,,,,
12157,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,slightly acidic electrolyzed water,,,,,,,,,,,,
603,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,"Not specified / any or all combined / Salmonella spp.,Derby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"equipment,environment",,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Derby",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,I'm assuming the feed pipeline counts as feed eqipment.
603,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. Derby,"Not specified / any or all combined / Salmonella spp.,Derby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"equipment,environment",,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Derby",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,I'm assuming the feed pipeline counts as feed eqipment.
2890,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
7760,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,"Not specified / any or all combined / Salmonella spp.,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment","pelleted feed,commercial feed, not otherwise specified","Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,
7760,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment","pelleted feed,commercial feed, not otherwise specified","Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,
9120,Not reported,Not Reported,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
11379,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative.
