Refid,country,st_design,setting,species,design,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
9188,USA,Analytical observational,Retail,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goats,Not reported",feed,"pelleted feed,calf milk replacer,Soybean meal,Maize,Peanuts,Sunflower,Cottonseed,Safflower",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,"season, climate",,,,,,,,,,,,,,,,,,,,,,,They looked at milk replacer but didn't say what species it was for.
2139,Sweden,Diagnostic test evaluation,Retail,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Soybean meal,"Prevalence / proportion positive,Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Cubana","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,"Culture-based,DNA-based,Other",,,,,,,,,,,,,,,,,,,,,,,,"Cubana was the serotype artificially inoculated into the feed. For the naturally contaminated samples, authors did not report serotypes found."
5729,USA,Diagnostic test evaluation,Retail,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,"Germany,Poland,Brazil,Italy,India,The Netherlands,Argentina",Single group observational,Retail,Not Reported,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,Reported number of positive samples without a denominator,Not specified / any or all combined / Salmonella spp.,Development or validation of surveillance methods,,,,,,,,,,,,,,,,,,,,,,,,,,"I don't know what useable information there is in this paper. They reported the number of notifications of positive feed over time, but there is no denominator, so we couldn't calculate incidence or prevalence from this."
1376,China,Single group observational,Retail,Not Reported,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Sheep,Ruminants, not further specified,Swine,Poultry, not further specified,Not reported",feed,"animal byproducts,not reported,Rice bran,Fish meal,oilseed meal,barley,soya,rapemeal,palm kernel,sunflower,maise,linseed,cocoa,cotton,wheat,oats","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Enteritidis,Typhimurium,Hadar,Havana,Give,Rissen,Newport,Kentucky,Cubana,Lille,Schwarzengrund,Derby,Braenderup,Ealing,Livingstone,ohio,Ruiru,4:12:d:,Binza,Kedougou,4:b:-,Ibadan,Malstatt,Morningside,Stockholm,4, 12:d:-,Agama,Taksony,Virchow","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,
9087,Spain,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,soybean meal,Fish meal,barley,corn,meat meal,wheat bran,sunflower meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9133,Poland,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported,rapeseed,Fish meal,barley,soya,sunflower,maise,linseed,wheat,oats,blood meal,sorghum,Oil seeds,Rye,Triticale,Millet",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,other,,Risk factor was year of sampling.
9139,Poland,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,"""samples were taken from animal feed processing plants, imported batches, by Veterinary Inspectors during official controls and from farms"" however, the results were not presented separately by setting but rather pooled together"
9151,Poland,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported,rapeseed,Fish meal,oilseed meal,barley,soya,sunflower,maise,wheat,oats,Poultry meal,Meat and bone meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"feed characteristics,other",,"""All feed samples were collected from the farmer granaries, feed factories, and imported batches."" However, the authors did not specify in the Results which samples came from which setting. Prevalence was reported by year (That was the ""Other"" risk factor I identified). This paper looks similar to one that I previously extracted."
9210,Spain,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,soybean meal,Fish meal,barley,corn,meat meal,wheat bran,sunflower meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,This is the only article in the conference proceeding that is relevant. I think this conference abstract may have been published as a full article that we've also extracted).
9292,Poland,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified,Fish  / shellfish,Not reported",feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,other,,Risk factor is the year
9406,Lithuania,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"not reported,meat products,fish products","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Infantis,Agona,Enteritidis,Typhimurium,Derby,Indiana,Virchow,Coeln,Djugu,Eschweiler,B gr. (04),C gr. (07),R form","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9558,Brazil,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Meat and bone meal,blood meal and feathers,Viscera meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9842,Slovenia,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Tennessee,Anatum,Infantis,Agona,Enteritidis,Typhimurium,Hadar,Heidelberg,Havana,Bredeney,Derby,Livingstone,Saintpaul,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of linkage to illness in humans",,,,,,"Ranked the most common serotypes, reported the percentage of Salmonella isolates, and the. PRCC between man, poultry and feedstuffs"
10226,Not reported,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,not reported,Poultry meal,Meat and bone meal","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Anatum,Typhimurium,cerro,Muenster,Binza,Stockholm,kingston,reubeuss,boecker","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
16446,Belgium,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Broiler chickens,Poultry, not further specified,Not reported",feed,"animal byproducts,rapeseed,Fish meal,barley,soya,palm kernel,sunflower,linseed,Oil seeds,Meat and bone meal,fish oil,animal fat,compound feed,vegetable material,cereal,maize,""dairy products""","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Lexington,Livingstone,Jerusalem","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
18210,Saudi Arabia,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Spirulina",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Comparison of prevalence between sources",,,,,,All samples were negative for Salmonella.
18279,Belgium,Analytical observational,Not Specified,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Broiler chickens,Laying hens,Not reported",feed,"Fish meal,Oil seeds,Meat and bone meal,compound feed,vegetable material,cereal,greaves and poultry offal meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Enteritidis,Typhimurium,Rissen,Yoruba,Braenderup,Livingstone","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,
307,Germany,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Molecular characteristics,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Molecular characterization (descriptive)",Naturally infected,,DNA-based,,,For Q3 I picked Diagnostic test evaluation because it is the first thing mentioned in the Title and the Objectives. They do not indicate the results for feed specifically. I checked all of the Supplemental Materials and could find no mention of feed.
953,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,DNA-based,,,
970,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based",,,
1269,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Not reported",feed,"dry grain,recycled food products,Commercial feed,Milk replacer","Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Agona,Typhimurium,Hadar",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"DNA-based,Enrichment methods",,,They looked at calf milk replacer (type of calves not specified) and whole oats (and did not report which species they were intended for). I'm assuming the horse feed isn't relevant as it isn't clear if these horses are being raised for meat or not.
1624,China,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Fish meal,Bone meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,Culture-based,,,
2489,Sweden,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal","None of the above,Serotype(s) present in food / food environment / food equipment","Infantis,Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Outcomes were positive agreement, negative agreement, false positive, false negative"
2809,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Not reported",feed,"dry grain,pelleted feed,rapeseed,soybean meal,palm kernel meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Agona,Typhimurium,Yoruba,Cubana,Bareilly,Reading",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,DNA-based,,,
3585,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,DNA-based",,,"All feed samples tested were naturally contaminated. Other outcomes were sensitivity, specificity and kappa"
4156,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,not reported,rapeseed,Corn gluten,Fish meal,palm kernel meal,soya,rapemeal,wheat,oats,corn,meat meal,Whey","Prevalence / proportion positive,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Detection probability was another outcome. Sensitivity and specificity were other outcomes reported. Table 3 serovars weren't relevant because they were obtained from a variety of sources (including feed, but they didn't specify which ones came from feed) and they weren't added to feed to test the PCR."
