Refid,year,country,continent,setting,outcome,NR_outcomes,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
4441,2002,Not reported,Not Reported,Feed Manufacturing Plant,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,2016,Not reported,Not Reported,Feed Manufacturing Plant,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,1996,Not reported,Not Reported,Feed Manufacturing Plant,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237,2014,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,2001,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,2000,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,Not reported,feed,Not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,DNA-based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The artificially contaminated samples did not appear to involve animal feed.  Sensitivity and specificity were other outcomes reported.
5001,1997,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,1997,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,1996,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,Rapeseed,Sunflower meal,Feather meal,Soy,Fish meal,Coconut,blood meal,egg powder,biscuit flour,sorgho,maize flour",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,"Culture-based,Enrichment methods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,1995,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,Not reported,feed,Not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,2003,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,Broiler chickens,"feed,environment","Not reported,pelleted feed",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella,Comparison of prevalence between sources",,,,,heat,Broiler chickens,equipment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,1996,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,1998,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687,2018,Not reported,Not Reported,Feed Manufacturing Plant,Prevalence,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,2008,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,"Poultry, not further specified",feed,"Not reported,Soy","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Senftenberg,Molecular characterization (descriptive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The desiccation experiment is not relevant because it did not involve feed nor did it simulate the feed factory environment.
3656,2006,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Broiler chickens,feed,Not reported,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
4441,2002,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Broiler chickens,not specified,,"Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","4,12:d:-,Enteritidis,Kedougou,Agama,Binza","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,2001,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,1997,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5010,1997,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Not reported,"feed,environment",animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,"Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a technique to enhance recovery of Salmonella rather than a detection method per se.
5365,2016,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Swine,feed,"Not reported,pelleted feed,Soybean meal,Wheat grain","Concentration,Survival time,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,sodium butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The heating experiment did not involve feed so it's not relevant to us.
5801,1996,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,"Laying hens,Chickens, not further specified",feed,"pelleted feed,Mash","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Agona,Braenderup,Ohio,Heidelberg,Tallahasse","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,steam conditioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,1998,Not reported,Not Reported,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,"Poultry, not further specified,Not reported","feed,environment",cocoa bean shell,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis,Ibadan,Kibi,Aba,Bochum,Cannobio,Chandans,Etterbeek,Hithergreen,Mango,Plymouth,Sangera,Somone,Stockholm,Wangata,Wien,Ploufragan,Morillons","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,2016,Not reported,Not Reported,Feed Manufacturing Plant,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",Not Reported,Feed Transportation,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",Not Reported,Feed Transportation,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",Not Reported,Feed Transportation,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2010,Not reported,Not Reported,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3400,2008,Not reported,Not Reported,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,1996,Not reported,Not Reported,On-farm,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,2011,Not reported,Not Reported,On-farm,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,poultry manure,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,,,,,,,,,,,,
2890,2010,Not reported,Not Reported,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,2008,Not reported,Not Reported,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11379,2009,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative.
2890,2010,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,2010,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,environment,,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfecting,,,,,,,,,,,,
3715,2006,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,2003,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,1997,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"calf milk replacer,Colostrum,milk (fed to calves)",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
5104,1997,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,1996,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,1995,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Characterized Culture of Cecal Bacteria,,,,,,,,,,,,
603,2019,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,2002,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,2009,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,milk (fed to calves),Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,The samples were all negative.
9120,2014,Not reported,Not Reported,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
3400,2008,Not reported,Not Reported,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,environment",Not specified,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
3656,2006,Not reported,Not Reported,On-farm,Serovar(s) Present,,,,,,,,,Broiler chickens,feed,Not reported,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
3715,2006,Not reported,Not Reported,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Prevalence / proportion positive,None of the above,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,Culture-based,,,,,,,,,,,,,,
4274,2003,Not reported,Not Reported,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"I'm assuming ""feeder contents"" also constitutes feed, rather than feed environment."
4613,2001,Not reported,Not Reported,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Schwarzewngrund,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5001,1997,Not reported,Not Reported,On-farm,Serovar(s) Present,,,,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
