Refid,User,Level,year,country,continent,st_design,setting,species,outcome,NR_species,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
9943,"SarahTotton,Ellen_Vriezen",3,2004,United Kingdom,Europe,Analytical observational,Feed manufacturing plant,Poultry,Prevalence,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified,Not reported",feed,"Mash,extruded,meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,"feed characteristics,other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,"SarahTotton,Ellen_Vriezen",3,2004,United Kingdom,Europe,Analytical observational,Feed manufacturing plant,Swine,Prevalence,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified,Not reported",feed,"Mash,extruded,meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,"feed characteristics,other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,"SarahTotton,Ellen_Vriezen",3,2004,United Kingdom,Europe,Analytical observational,Feed manufacturing plant,Not Reported,Prevalence,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified,Not reported",feed,"Mash,extruded,meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,"feed characteristics,other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan decided at Level 2 that Table 3 reports primary research data (the rest of the paper does not). The ""Other"" risk factor is Time (year)."
9954,"SarahTotton,Ellen_Vriezen",3,1997,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Concentration,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,"SarahTotton,Ellen_Vriezen",3,1997,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Serotype(s) Present,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Meat and bone meal","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Risk factors for prevalence or concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,feed characteristics,ethyl alcohol vs. propionic acid,
9954,"SarahTotton,Ellen_Vriezen",3,1997,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Survival Time,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,"Ellen_Vriezen,Mikalya_Plishka",3,2011,China,Asia,Diagnostic test evaluation,Feed manufacturing plant,Not Reported,Prevalence,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal,protamine","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Agona,Typhimurium,Aberdeen,Derby,London,Manhatan,Paratyphi B,paratyphi c,limete,nitra,hissar,abortus bovis,Paratyphi A","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,"Culture-based,Other",feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,"Ellen_Vriezen,Mikalya_Plishka",3,2011,China,Asia,Diagnostic test evaluation,Feed manufacturing plant,Not Reported,Serotype(s) Present,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal,protamine","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Agona,Typhimurium,Aberdeen,Derby,London,Manhatan,Paratyphi B,paratyphi c,limete,nitra,hissar,abortus bovis,Paratyphi A","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,"Culture-based,Other",feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039,"SarahTotton,Ellen_Vriezen",3,2014,India,Asia,Single group observational,On-farm (including farmed fish sites),Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"fishmeal,compound feed","Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
10039,"SarahTotton,Ellen_Vriezen",3,2014,India,Asia,Single group observational,On-farm (including farmed fish sites),Poultry,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"fishmeal,compound feed","Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
10055,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Concentration,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Serotype(s) Present,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Mash,Meat and bone meal","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
10055,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Survival Time,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058,"Ellen_Vriezen,Mikalya_Plishka",3,2008,Sweden,Europe,Diagnostic test evaluation,Not specified,Not Reported,Serotype(s) Present,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal,Fish meal,palm kernel,Meat and bone meal,compound feed,rapeseed meal,cereal,pulses","None of the above,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Livingstone",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,
10100,"SarahTotton,Ellen_Vriezen",3,2011,Nigeria,Africa,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Poultry,Antimicrobial Resistance,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,Commercial feed,"Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhi,"Determining antimicrobial resistance,Determining serotypes present",,,,,,
10100,"SarahTotton,Ellen_Vriezen",3,2011,Nigeria,Africa,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Poultry,Serotype(s) Present,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,Commercial feed,"Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhi,"Determining antimicrobial resistance,Determining serotypes present",,,,,,
10108,"SarahTotton,Ellen_Vriezen",3,2015,Poland,Europe,Clinical / field trial with natural disease exposure,On-farm (including farmed fish sites),Not Reported,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"alfalfa silage,alfalfa",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"ensiling, bacterial inoculants",,,,,,,,,,,,
10150,"SarahTotton,Ellen_Vriezen",3,2017,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Concentration,Broiler chickens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,"SarahTotton,Ellen_Vriezen",3,2017,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Survival Time,Broiler chickens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,not reported,"Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,lemon grass essential oil,
10163,"Ellen_Vriezen,Mikalya_Plishka",3,2019,Jordan,Asia,Diagnostic test evaluation,On-farm (including farmed fish sites),Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"corn,alfalfa",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,DNA-based,,,,,,,,,,,,,,
10226,"Ellen_Vriezen,Mikalya_Plishka",3,1997,Not reported,Not Reported,Analytical observational,Not specified,Not Reported,Molecular Characteristics,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,"Ellen_Vriezen,Mikalya_Plishka",3,1997,Not reported,Not Reported,Analytical observational,Not specified,Not Reported,Prevalence,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,"Ellen_Vriezen,Mikalya_Plishka",3,1997,Not reported,Not Reported,Analytical observational,Not specified,Not Reported,Serotype(s) Present,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,not reported,Poultry meal,Meat and bone meal","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Anatum,Typhimurium,cerro,Muenster,Binza,Stockholm,kingston,reubeuss,boecker","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
10234,"SarahTotton,Mikalya_Plishka",3,2004,Israel,Asia,Single group observational,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Cattle or Buffalo,Prevalence,,Not reported,"Crop in field,Soil",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"poultry litter intended as feed,Total mixed ration (TMR),Silage",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
10234,"SarahTotton,Mikalya_Plishka",3,2004,Israel,Asia,Single group observational,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Not Reported,Prevalence,,Not reported,"Crop in field,Soil",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"poultry litter intended as feed,Total mixed ration (TMR),Silage",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
10237,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Not reported,Not Reported,Analytical observational,Feed manufacturing plant,Not Reported,Prevalence,,,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295,"Ellen_Vriezen,Mikalya_Plishka",3,2004,Poland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Not Reported,Antimicrobial Resistance,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Determining serotypes present",,,,,,
10314,"Ellen_Vriezen,Mikalya_Plishka",3,2016,Poland,Europe,Analytical observational,On-farm (including farmed fish sites),Cattle or Buffalo,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,grass silage,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,other",,,,,,,,,,,,,
10359,"SarahTotton,Ellen_Vriezen",3,2008,Nigeria,Africa,Analytical observational,Animal feed at retail,Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"commercial, not otherwise specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,
10379,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,Diagnostic test evaluation,Not specified,Poultry,Serotype(s) Present,"Ruminants, not further specified,Swine,Poultry, not further specified,Turkeys,Other farmed poultry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruminants, not further specified,Swine,Poultry, not further specified,Turkeys,Other farmed poultry",feed,"pelleted feed,Commercial feed,Milk replacer,not reported,soybean meal,Fish meal,corn,Game bird,Ratite (emu) starter-crumble,animal fat,pullet starter,turkey starter,ranger breeder meal","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Other",,,"The ""Other"" diagnostic test was the hybridization sensor."
10379,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,Diagnostic test evaluation,Not specified,Ruminants (Other),Serotype(s) Present,"Ruminants, not further specified,Swine,Poultry, not further specified,Turkeys,Other farmed poultry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruminants, not further specified,Swine,Poultry, not further specified,Turkeys,Other farmed poultry",feed,"pelleted feed,Commercial feed,Milk replacer,not reported,soybean meal,Fish meal,corn,Game bird,Ratite (emu) starter-crumble,animal fat,pullet starter,turkey starter,ranger breeder meal","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Other",,,"The ""Other"" diagnostic test was the hybridization sensor."
10379,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,Diagnostic test evaluation,Not specified,Swine,Serotype(s) Present,"Ruminants, not further specified,Swine,Poultry, not further specified,Turkeys,Other farmed poultry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruminants, not further specified,Swine,Poultry, not further specified,Turkeys,Other farmed poultry",feed,"pelleted feed,Commercial feed,Milk replacer,not reported,soybean meal,Fish meal,corn,Game bird,Ratite (emu) starter-crumble,animal fat,pullet starter,turkey starter,ranger breeder meal","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Other",,,"The ""Other"" diagnostic test was the hybridization sensor."
10420,"SarahTotton,Ellen_Vriezen",3,2018,Poland,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Concentration,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,maize silage,"Concentration,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,INNOCULANT LACTOSIL BIOGAZ PLUS,
10424,SarahTotton,3,2004,USA,North America,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Serotype(s) Present,Broiler chickens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,"animal byproducts,premix,soybean meal,corn,vegetable material",Serotype(s) present in food / food environment / food equipment,Typhimurium,Evaluation of interventions to reduce Salmonella,,,,,Lactobacillus salivarius and Lactobacillus plantarum,Zones of inhibition were another outcome reported.
10452,"SarahTotton,Ellen_Vriezen",3,2017,Malaysia,Asia,Analytical observational,On-farm (including farmed fish sites),Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis,Braenderup","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
