Refid,User,Level,year,country,continent,st_design,setting,setting1,species,sources,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments,,NR_interv,Comments
1918,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Australia,Oceania,Single group observational,On-farm,On-farm (including farmed fish sites),Goats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Sheep,Goats",feed,"dry grain,pelleted feed,Hay",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
1918,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Australia,Oceania,Single group observational,On-farm,On-farm (including farmed fish sites),Sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Sheep,Goats",feed,"dry grain,pelleted feed,Hay",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
243,"Ellen_Vriezen,Mikalya_Plishka",3,2020,Australia,Oceania,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,
3488,"Ellen_Vriezen,Mikalya_Plishka",3,2007,Australia,Oceania,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"dry grain,vegetable oil","Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,Outbreak investigation,,,,,,,,,,,,,,,,,,,,
354,"SarahTotton,Ellen_Vriezen",3,2019,New Zealand,Oceania,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Thompson,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"They did risk analysis, but they could not have done it with feed as an outcome as only farm had Salmonella-positive feed.",,,Risk factor was location from which feed was sampled (truck vs feeder)
4315,"SarahTotton,Mikalya_Plishka",3,2003,Australia,Oceania,Single group observational,On-farm,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,,,,,,,,,Laying hens,feed,meat meal,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Johannesburg,"Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Infantis,Agona","Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,"I know we're not supposed to extract Determining serotypes present for an outbreak, but in this study, they found serotypes that weren't the cause of the outbreak, so I extracted them.",,,
5043,"SarahTotton,Ellen_Vriezen",3,1997,"Canada,Australia,United Kingdom",Oceania,Molecular studies,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified,Not reported",feed,"not reported,Bone meal,meat meal,cottonseed meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Eimsbuettel,Comparison of molecular characterization between sources,,,,,,,,,
5043,"SarahTotton,Ellen_Vriezen",3,1997,"Canada,Australia,United Kingdom",Oceania,Molecular studies,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified,Not reported",feed,"not reported,Bone meal,meat meal,cottonseed meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Eimsbuettel,Comparison of molecular characterization between sources,,,,,,,,,
1846,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Molecular studies,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,Swine,not specified,,"Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"jan.sargeant,SarahTotton,Ellen_Vriezen,Mikalya_Plishka",3,2019,Ecuador,South America,Single group observational,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,Broiler chickens,feed,"dry grain,animal byproducts,Commercial feed","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Infantis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Not Reported,,,,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165,"SarahTotton,Mikalya_Plishka",3,2015,Brazil,South America,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,"Poultry, not further specified",feed,"Not reported,animal byproducts,corn products,vegetable feeds",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,"Ellen_Vriezen,Mikalya_Plishka",3,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",South America,Molecular studies,Feed Transportation,Feed transportation (e.g. feed trucks),Not Reported,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,"SarahTotton,Ellen_Vriezen",3,2013,Brazil,South America,Analytical observational,Feed Transportation,Feed transportation (e.g. feed trucks),Not Reported,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,feather meal,meat and bone meal","Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,"SarahTotton,Mikalya_Plishka",3,2014,Brazil,South America,Challenge trial in natural setting,Field Used to Grow Animal Feeds,Field used to grow animal feeds,Cattle,,"Cattle, not further specified,Goats","Crop in field,Irrigation water","Concentration,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,"SarahTotton,Mikalya_Plishka",3,2014,Brazil,South America,Challenge trial in natural setting,Field Used to Grow Animal Feeds,Field used to grow animal feeds,Goats,,"Cattle, not further specified,Goats","Crop in field,Irrigation water","Concentration,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10414,"SarahTotton,Ellen_Vriezen",3,2017,Ecuador,South America,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Whey,molasses,banana,banana silage,yoghurt",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.,,,
1168,"Ellen_Vriezen,Mikalya_Plishka",3,2017,Argentina,South America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,,,,
11895,"Ellen_Vriezen,Mikalya_Plishka",3,2018,Brazil,South America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,environment",Not specified,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,,,,I'm assuming that none of the organic farms had Salmonella in their feed.
12129,"Ellen_Vriezen,Mikalya_Plishka",3,2018,Brazil,South America,Clinical / field trial with natural disease exposure,On-farm,On-farm (including farmed fish sites),Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,haylage,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,storage time,,,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
1826,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Colombia,South America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,feed characteristics,other",,,,,,,,,,,,,,,,
2653,"SarahTotton,Mikalya_Plishka",3,2011,Brazil,South America,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,"They sampled grain from a silo, but didn't specify if it was wet or dry grain or what kind of grain."
3087,"Ellen_Vriezen,Mikalya_Plishka",3,2009,Brazil,South America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other farmed poultry,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Javiana,4, 12: i:-","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,
368,"SarahTotton,Ellen_Vriezen",3,2019,Brazil,South America,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
383,"SarahTotton,Ellen_Vriezen",3,2019,Brazil,South America,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources",,,,,,,,,,,,,,,,,,,,"feeds were hay, dry corn, high-moisture corn, silage and mixed ingredients"
4476,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment",Not specified,"Antimicrobial resistance,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Typhimurium,Sandiego","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,"feeds were hay, dry corn, high-moisture corn, silage and mixed ingredients"
456,"SarahTotton,Ellen_Vriezen",3,2019,Brazil,South America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,enterica O:4,5:-:1,2","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
51,"Ellen_Vriezen,Mikalya_Plishka",3,2020,Brazil,South America,Diagnostic test evaluation,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Other farmed poultry",feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,"DNA-based,Enrichment methods",,,,,,,,,,,,,,,,,
572,"SarahTotton,Mikalya_Plishka",3,2019,Ecuador,South America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Infantis,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,I had to check the supplemental data to see which serotypes were found in the feed samples.,,,
