Refid,country,st_design,setting,species,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5179,"Canada,Great Britain,Israel","Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Reported number of positive samples without a denominator",Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,"Culture-based,Other",,,Sensitivity and specificity were reported as outcomes.
6531,Sweden,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,Poland,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,Not reported,Analytical observational,Not Specified,Not Reported,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,Serbia,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Italy,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,"Study examined BSF larvae, which were obtained from a laboratory"
262,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
970,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,China,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Fish meal,Bone meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,Culture-based,,,
2809,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"Culture-based,Enrichment methods",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
3585,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,DNA-based",,,"All feed samples tested were naturally contaminated. Other outcomes were sensitivity, specificity and kappa"
4156,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,Mexico,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,Canada,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,Canada,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,soybean meal,Fish meal,Bone meal,Mash,meat meal,Canola meal,blood meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Enrichment methods,Other",,,Sensitivity and specificity were also reported outcomes
5033,Canada,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,Canada,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"DNA-based,Other",,,I can't tell if the feed samples were naturally or artificially contaminated.
5190,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Enrichment methods,Other",,,
5191,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,Other",,,
5240,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,USA,Single group observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,Sweden,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,Spain,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,soybean meal,Fish meal,barley,corn,meat meal,wheat bran,sunflower meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9133,Poland,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported,rapeseed,Fish meal,barley,soya,sunflower,maise,linseed,wheat,oats,blood meal,sorghum,Oil seeds,Rye,Triticale,Millet",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,other,,Risk factor was year of sampling.
9139,Poland,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,"""samples were taken from animal feed processing plants, imported batches, by Veterinary Inspectors during official controls and from farms"" however, the results were not presented separately by setting but rather pooled together"
9151,Poland,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,not reported,rapeseed,Fish meal,oilseed meal,barley,soya,sunflower,maise,wheat,oats,Poultry meal,Meat and bone meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"feed characteristics,other",,"""All feed samples were collected from the farmer granaries, feed factories, and imported batches."" However, the authors did not specify in the Results which samples came from which setting. Prevalence was reported by year (That was the ""Other"" risk factor I identified). This paper looks similar to one that I previously extracted."
9210,Spain,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,soybean meal,Fish meal,barley,corn,meat meal,wheat bran,sunflower meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,This is the only article in the conference proceeding that is relevant. I think this conference abstract may have been published as a full article that we've also extracted).
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Poland,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified,Fish  / shellfish,Not reported",feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,other,,Risk factor is the year
9388,Viet Nam,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9406,Lithuania,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,Brazil,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,Serbia,Single group observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,Brewers,rapeseed,soybean meal,Corn gluten,Fish meal,yeast,barley,wheat,corn,Corn germ meal,alfalfa,sunflower meal,Meat and bone meal,wheat meal,corn grits,Complete feed stuffs",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
10226,Not reported,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,Serbia,Single group observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"soybean meal,Fish meal,soya,sunflower,wheat,sunflower meal,Meat and bone meal,maize,maize feed flour,wheat feed flour,Complete feed stuffs",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,All samples were negative for Salmonella.
16446,Belgium,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18279,Belgium,Analytical observational,Not Specified,Not Reported,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,Finland,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,Serbia,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Denmark,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,"Concentration,Serotype(s) present in food / food environment / food equipment",Typhimurium,Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Other,,,
939,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Enrichment methods,,,
970,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based",,,
1269,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Not reported",feed,"dry grain,recycled food products,Commercial feed,Milk replacer","Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Agona,Typhimurium,Hadar",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"DNA-based,Enrichment methods",,,They looked at calf milk replacer (type of calves not specified) and whole oats (and did not report which species they were intended for). I'm assuming the horse feed isn't relevant as it isn't clear if these horses are being raised for meat or not.
2007,Not reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Newport","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,Fig. 1. We know they found Newport in feed but they might have found other serotypes in the feed--it's unclear.
2243,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,silage,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,"I think the only intervention relevant to us is ensiling. The acid and silage exudate conditions don't involve feed, but rather mimic conditions during ensiling."
2489,Sweden,Diagnostic test evaluation,Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal","None of the above,Serotype(s) present in food / food environment / food equipment","Infantis,Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Outcomes were positive agreement, negative agreement, false positive, false negative"
2809,Not reported,Diagnostic test evaluation,Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Not reported",feed,"dry grain,pelleted feed,rapeseed,soybean meal,palm kernel meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Agona,Typhimurium,Yoruba,Cubana,Bareilly,Reading",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,DNA-based,,,
3075,Great Britain,Analytical observational,Not Specified,Not Reported,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Sheep,Ruminants, not further specified,Swine,Poultry, not further specified,Not reported",feed,"animal byproducts,not reported,Rice bran,Fish meal,oilseed meal,barley,soya,rapemeal,palm kernel,sunflower,maise,linseed,cocoa,cotton,wheat,oats","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Enteritidis,Typhimurium,Hadar,Havana,Give,Rissen,Newport,Kentucky,Cubana,Lille,Schwarzengrund,Derby,Braenderup,Ealing,Livingstone,ohio,Ruiru,4:12:d:,Binza,Kedougou,4:b:-,Ibadan,Malstatt,Morningside,Stockholm,4, 12:d:-,Agama,Taksony,Virchow","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,
