Refid,User,Level,year,country,continent,st_design,NR?,setting,species,serotype,NR_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5259,"SarahTotton,Mikalya_Plishka",3,1995,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Reported number of positive samples without a denominator",Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,"Culture-based,Other",,,Sensitivity and specificity were reported as outcomes.
262,"Ellen_Vriezen,Mikalya_Plishka",3,2020,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
2161,"SarahTotton,Ellen_Vriezen",3,2014,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Fish meal,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,UV-C Radiation,Samples tested for Salmonella before inoculation were negative for Salmonella.
3147,"Ellen_Vriezen,Mikalya_Plishka",3,2009,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,soybean meal,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
6343,"jan.sargeant,SarahTotton",3,2019,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,"Prevalence / proportion positive,Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella",,,,,,
6807,"SarahTotton,Ellen_Vriezen",3,1996,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,FERMENTATION ENSILING,
21709,"Ellen_Vriezen,Mikalya_Plishka",3,2017,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Molasses,chickens,corn meal",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,accellerators and inoculums used in fermentation,
3422,"SarahTotton,Mikalya_Plishka",3,2008,Not reported,Not Reported,Single group observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,frog waste meal,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,They obtained frog parts from processing plants but then they processed the parts (cooked and rendered them) in a lab before they tested it for Salmonella. the Salmonella was not inoculated into the frog parts prior to processing. If present it would have been there naturally. They found no Salmonella in the frog meal.
9832,"Ellen_Vriezen,Mikalya_Plishka",3,2009,Not reported,Not Reported,Single group observational,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"corn grits,bread",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
2007,"SarahTotton,Mikalya_Plishka",3,2014,Not reported,Not Reported,Molecular studies,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Newport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Newport","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,Fig. 1. We know they found Newport in feed but they might have found other serotypes in the feed--it's unclear.
4156,"SarahTotton,Ellen_Vriezen",3,2004,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,not reported,rapeseed,Corn gluten,Fish meal,palm kernel meal,soya,rapemeal,wheat,oats,corn,meat meal,Whey","Prevalence / proportion positive,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Detection probability was another outcome. Sensitivity and specificity were other outcomes reported. Table 3 serovars weren't relevant because they were obtained from a variety of sources (including feed, but they didn't specify which ones came from feed) and they weren't added to feed to test the PCR."
4156,"SarahTotton,Ellen_Vriezen",3,2004,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,not reported,rapeseed,Corn gluten,Fish meal,palm kernel meal,soya,rapemeal,wheat,oats,corn,meat meal,Whey","Prevalence / proportion positive,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Detection probability was another outcome. Sensitivity and specificity were other outcomes reported. Table 3 serovars weren't relevant because they were obtained from a variety of sources (including feed, but they didn't specify which ones came from feed) and they weren't added to feed to test the PCR."
3550,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"Culture-based,Enrichment methods",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
3550,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"Culture-based,Enrichment methods",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
3550,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"Culture-based,Enrichment methods",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
3550,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"Culture-based,Enrichment methods",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
3550,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"Culture-based,Enrichment methods",,organic acid and formaldehyde,"They compared addition of antagnoists in pre-enrichment solution to pre-enrichment solution without antagonists. In both cases, pre-enrichment was followed by culture."
5240,"SarahTotton,Mikalya_Plishka",3,1995,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Senftenberg,"Senftenberg,Montevideo,Alachua,Worthington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Alachua,Worthington","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,
5240,"SarahTotton,Mikalya_Plishka",3,1995,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Montevideo,"Senftenberg,Montevideo,Alachua,Worthington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Alachua,Worthington","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,
4525,"SarahTotton,Ellen_Vriezen",3,2001,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"DNA-based,Enrichment methods",,,Typhimurium was the only serotype used in the feed experiments. Sensitivity and specificity were other outcomes.
1075,"Ellen_Vriezen,Mikalya_Plishka",3,2018,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Typhimurium,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
1518,"Ellen_Vriezen,Mikalya_Plishka",3,2016,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Survival time",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella,DO NOT USE Comaprison of interventions between sources (Call INTERVENTION)",,,,,chemical mitigation,
2243,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,silage,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,"I think the only intervention relevant to us is ensiling. The acid and silage exudate conditions don't involve feed, but rather mimic conditions during ensiling."
3148,"SarahTotton,Mikalya_Plishka",3,2009,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"soybean meal,wheat",Results were combined among sample types,Typhimurium,"Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,Salmonella concentration over time was reported combined with E. coli K88.
9236,"SarahTotton,Ellen_Vriezen",3,2008,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,soybean meal,maise","Concentration,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,extrusion,
